,city,job_title,company_name,summary,salary
30,Ultimo+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
31,Ultimo+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
32,Ultimo+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
33,sydney+Western+Suburbs,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
34,sydney+Western+Suburbs,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
35,sydney+Western+Suburbs,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
36,sydney+Western+Suburbs,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
37,sydney+Western+Suburbs,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
38,sydney+Western+Suburbs,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
39,sydney+Western+Suburbs,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
40,sydney+Western+Suburbs,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
41,sydney+Western+Suburbs,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
42,sydney+Western+Suburbs,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
43,sydney+Western+Suburbs,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
44,sydney+Western+Suburbs,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
45,sydney+Western+Suburbs,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
46,sydney+Western+Suburbs,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
47,sydney+Western+Suburbs,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
48,sydney+Western+Suburbs,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
49,Darlinghurst+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
50,Darlinghurst+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
51,Darlinghurst+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
52,Darlinghurst+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
53,Darlinghurst+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
54,Darlinghurst+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
55,Darlinghurst+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
56,Darlinghurst+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
57,Darlinghurst+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
58,Darlinghurst+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
59,Darlinghurst+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
60,Darlinghurst+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
61,Darlinghurst+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
62,Darlinghurst+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
63,Darlinghurst+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
64,Darlinghurst+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
65,Barangaroo+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
66,Barangaroo+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
67,Barangaroo+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
68,Barangaroo+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
69,Barangaroo+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
70,Barangaroo+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
71,Barangaroo+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
72,Barangaroo+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
73,Barangaroo+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
74,Barangaroo+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
75,Barangaroo+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
76,Barangaroo+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
77,Barangaroo+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
78,Barangaroo+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
79,Barangaroo+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
80,Barangaroo+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
81,Mascot+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
82,Mascot+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
83,Mascot+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
84,Mascot+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
85,Mascot+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
86,Mascot+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
87,Mascot+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
88,Mascot+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
89,Mascot+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
90,Mascot+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
91,Mascot+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
92,Mascot+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
93,Mascot+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
94,Mascot+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
95,Mascot+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
96,Mascot+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
97,Parramatta+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
98,Parramatta+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
99,Parramatta+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
100,Parramatta+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
101,Parramatta+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
102,Parramatta+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
103,Parramatta+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
104,Parramatta+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
105,Parramatta+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
106,Parramatta+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
107,Parramatta+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
108,Parramatta+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
109,Parramatta+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
110,Parramatta+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
111,Parramatta+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
112,Parramatta+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
113,Surry+Hills+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
114,Surry+Hills+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
115,Surry+Hills+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
116,Surry+Hills+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
117,Surry+Hills+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
118,Surry+Hills+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
119,Surry+Hills+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
120,Surry+Hills+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
121,Surry+Hills+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
122,Surry+Hills+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
123,Surry+Hills+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
124,Surry+Hills+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
125,Surry+Hills+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
126,Surry+Hills+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
127,Surry+Hills+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
128,Surry+Hills+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
129,Macquarie+Park+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
130,Macquarie+Park+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
131,Macquarie+Park+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
132,Macquarie+Park+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
133,Macquarie+Park+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
134,Macquarie+Park+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
135,Macquarie+Park+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
136,Macquarie+Park+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
137,Macquarie+Park+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
138,Macquarie+Park+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
139,Macquarie+Park+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
140,Macquarie+Park+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
141,Macquarie+Park+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
142,Macquarie+Park+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
143,Macquarie+Park+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
144,Macquarie+Park+NSW,Research & Insights Analyst,News Corp Australia,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
145,sydney+Inner+Suburbs+NSW,Organisation & Methods Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
146,sydney+Inner+Suburbs+NSW,"Data Analyst, Marketing Strategy & Insights",ANZ Banking Group,"Our Data Analysts deeply understand the power of data to generate quality customer insight, manage information, identify trends and make decisions....",salary
147,sydney+Inner+Suburbs+NSW,Data Scientist - Analytics,Domain Group,"Prior experience creating beautiful data visualisations. As a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning...",salary
148,sydney+Inner+Suburbs+NSW,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
149,sydney+Inner+Suburbs+NSW,Data Analyst - Alexa,Amazon.com,"As a Data Analyst you will work closely with the ANZ Alexa Knowledge team, and with other global teams.  Data verification & correction to check data conforms...",salary
150,sydney+Inner+Suburbs+NSW,Data Analyst,"Department of Finance, Services & Innovation","Cleanse and prepare multiple sources of data for matching and/or data minining. Working with large data sets from a broad range of sources, taking into...",salary
151,sydney+Inner+Suburbs+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
152,sydney+Inner+Suburbs+NSW,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large datasets....","$70,000 - $90,000 a year"
153,sydney+Inner+Suburbs+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
154,sydney+Inner+Suburbs+NSW,Data Migration Test analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Migration Testing:. Experience in test case design and execution for Data migration activity....,"$80,000 - $90,000 a year"
155,sydney+Inner+Suburbs+NSW,Data Analyst,Datasii,"Extensive experience as a Data Analyst. At the high level, this Data Analyst will be pivotal in driving decision making by key stakeholders across the business...","$70,000 - $90,000 a year"
156,sydney+Inner+Suburbs+NSW,Data Operations Analyst,Munich Re,"Data Operations Analyst (m/f). Support the team and Leader, Data Operations by:Efficient and robust processing of claims and cession data in order to ensure...",salary
157,sydney+Inner+Suburbs+NSW,Junior Data Scientist/ Machine Learning Engineer,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
158,sydney+Inner+Suburbs+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
159,sydney+Inner+Suburbs+NSW,Data Analyst,Robert Half Australia,As the Data Analyst you will primarily be responsible for analysis and generating reporting within QlikView....,$600 a week
